"Região Habilitação Atual,""UF Habilitação Atual"",""Sexo"",""Faixa Etária"",""Categoria"",""Qt. Condutor Histórico"""
"Nordeste,""Paraíba"",""Feminino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""25"""
"Nordeste,""Paraíba"",""Feminino"",""41 a 50"",""B-Condutor Carro"",""34.809"""
"Nordeste,""Paraíba"",""Feminino"",""41 a 50"",""C-Condutor Caminhão"",""23"""
"Nordeste,""Paraíba"",""Feminino"",""41 a 50"",""D-Condutor Ônibus"",""197"""
"Nordeste,""Paraíba"",""Feminino"",""41 a 50"",""E-Condutor Carreta"",""3"""
"Nordeste,""Paraíba"",""Feminino"",""41 a 50"",""X-Condutor Ciclomotor"",""2"""
"Nordeste,""Paraíba"",""Feminino"",""41 a 50"",""XB-Condutor Ciclomotor/Carro"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""51 a 60"",""A-Condutor Moto"",""480"""
"Nordeste,""Paraíba"",""Feminino"",""51 a 60"",""AB-Condutor Moto/Carro"",""3.106"""
"Nordeste,""Paraíba"",""Feminino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""17"""
"Nordeste,""Paraíba"",""Feminino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""86"""
"Nordeste,""Paraíba"",""Feminino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""8"""
"Nordeste,""Paraíba"",""Feminino"",""51 a 60"",""B-Condutor Carro"",""26.913"""
"Nordeste,""Paraíba"",""Feminino"",""51 a 60"",""C-Condutor Caminhão"",""58"""
"Nordeste,""Paraíba"",""Feminino"",""51 a 60"",""D-Condutor Ônibus"",""194"""
"Nordeste,""Paraíba"",""Feminino"",""51 a 60"",""E-Condutor Carreta"",""12"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""A-Condutor Moto"",""38"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""AB-Condutor Moto/Carro"",""505"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""5"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""25"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""B-Condutor Carro"",""16.879"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""C-Condutor Caminhão"",""41"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""D-Condutor Ônibus"",""75"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""X-Condutor Ciclomotor"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""61 a 70"",""XB-Condutor Ciclomotor/Carro"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""71 a 80"",""A-Condutor Moto"",""5"""
"Nordeste,""Paraíba"",""Feminino"",""71 a 80"",""AB-Condutor Moto/Carro"",""61"""
"Nordeste,""Paraíba"",""Feminino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""71 a 80"",""AE-Condutor Moto/Carreta"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""71 a 80"",""B-Condutor Carro"",""6.874"""
"Nordeste,""Paraíba"",""Feminino"",""71 a 80"",""C-Condutor Caminhão"",""6"""
"Nordeste,""Paraíba"",""Feminino"",""71 a 80"",""D-Condutor Ônibus"",""16"""
"Nordeste,""Paraíba"",""Feminino"",""81 a 90"",""A-Condutor Moto"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""81 a 90"",""AB-Condutor Moto/Carro"",""3"""
"Nordeste,""Paraíba"",""Feminino"",""81 a 90"",""B-Condutor Carro"",""1.859"""
"Nordeste,""Paraíba"",""Feminino"",""81 a 90"",""C-Condutor Caminhão"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""81 a 90"",""D-Condutor Ônibus"",""4"""
"Nordeste,""Paraíba"",""Feminino"",""91 a 100"",""B-Condutor Carro"",""264"""
"Nordeste,""Paraíba"",""Feminino"",""91 a 100"",""D-Condutor Ônibus"",""1"""
"Nordeste,""Paraíba"",""Feminino"",""101 a 120"",""B-Condutor Carro"",""5"""
"Nordeste,""Pernambuco"",""Masculino"",""18 a 21"",""A-Condutor Moto"",""2.146"""
"Nordeste,""Pernambuco"",""Masculino"",""18 a 21"",""AB-Condutor Moto/Carro"",""25.145"""
"Nordeste,""Pernambuco"",""Masculino"",""18 a 21"",""AC-Condutor Moto/Caminhão"",""265"""
"Nordeste,""Pernambuco"",""Masculino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""161"""
"Nordeste,""Pernambuco"",""Masculino"",""18 a 21"",""AE-Condutor Moto/Carreta"",""6"""
"Nordeste,""Pernambuco"",""Masculino"",""18 a 21"",""B-Condutor Carro"",""10.165"""
"Nordeste,""Pernambuco"",""Masculino"",""18 a 21"",""C-Condutor Caminhão"",""24"""
"Nordeste,""Pernambuco"",""Masculino"",""18 a 21"",""D-Condutor Ônibus"",""14"""
"Nordeste,""Pernambuco"",""Masculino"",""18 a 21"",""X-Condutor Ciclomotor"",""5"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""A-Condutor Moto"",""5.677"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""AB-Condutor Moto/Carro"",""69.228"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""1.064"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""5.731"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""704"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""B-Condutor Carro"",""22.191"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""C-Condutor Caminhão"",""51"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""D-Condutor Ônibus"",""270"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""E-Condutor Carreta"",""42"""
"Nordeste,""Pernambuco"",""Masculino"",""22 a 25"",""X-Condutor Ciclomotor"",""8"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""A-Condutor Moto"",""6.356"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""AB-Condutor Moto/Carro"",""114.347"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""2.134"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""24.037"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""4.855"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""B-Condutor Carro"",""29.246"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""C-Condutor Caminhão"",""71"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""D-Condutor Ônibus"",""829"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""E-Condutor Carreta"",""139"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""X-Condutor Ciclomotor"",""10"""
"Nordeste,""Pernambuco"",""Masculino"",""26 a 30"",""XB-Condutor Ciclomotor/Carro"",""5"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""A-Condutor Moto"",""9.675"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""AB-Condutor Moto/Carro"",""232.546"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""4.546"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""88.325"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""25.820"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""B-Condutor Carro"",""68.275"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""C-Condutor Caminhão"",""354"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""D-Condutor Ônibus"",""5.420"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""E-Condutor Carreta"",""1.452"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""X-Condutor Ciclomotor"",""36"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""XB-Condutor Ciclomotor/Carro"",""13"""
"Nordeste,""Pernambuco"",""Masculino"",""31 a 40"",""XD-Condutor Ciclomotor/Ônibus"",""1"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""A-Condutor Moto"",""6.744"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""AB-Condutor Moto/Carro"",""134.157"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""5.519"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""63.828"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""18.413"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""B-Condutor Carro"",""81.648"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""C-Condutor Caminhão"",""2.281"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""D-Condutor Ônibus"",""15.841"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""E-Condutor Carreta"",""4.748"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""X-Condutor Ciclomotor"",""57"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""XB-Condutor Ciclomotor/Carro"",""10"""
"Nordeste,""Pernambuco"",""Masculino"",""41 a 50"",""XC-Condutor Ciclomotor/Caminhão"",""1"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""A-Condutor Moto"",""3.663"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""AB-Condutor Moto/Carro"",""62.354"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""5.173"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""27.620"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""6.257"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""B-Condutor Carro"",""82.554"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""C-Condutor Caminhão"",""5.702"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""D-Condutor Ônibus"",""22.482"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""E-Condutor Carreta"",""4.996"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""X-Condutor Ciclomotor"",""69"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""XB-Condutor Ciclomotor/Carro"",""12"""
"Nordeste,""Pernambuco"",""Masculino"",""51 a 60"",""XE-Condutor Ciclomotor/Carreta"",""1"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""A-Condutor Moto"",""1.221"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""AB-Condutor Moto/Carro"",""21.140"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""1.605"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""8.342"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""1.463"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""B-Condutor Carro"",""75.765"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""C-Condutor Caminhão"",""4.358"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""D-Condutor Ônibus"",""20.678"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""E-Condutor Carreta"",""3.250"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""X-Condutor Ciclomotor"",""39"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""XB-Condutor Ciclomotor/Carro"",""13"""
"Nordeste,""Pernambuco"",""Masculino"",""61 a 70"",""XD-Condutor Ciclomotor/Ônibus"",""1"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""A-Condutor Moto"",""354"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""AB-Condutor Moto/Carro"",""5.461"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""354"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""1.160"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""AE-Condutor Moto/Carreta"",""163"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""B-Condutor Carro"",""50.185"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""C-Condutor Caminhão"",""2.280"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""D-Condutor Ônibus"",""7.865"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""E-Condutor Carreta"",""763"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""X-Condutor Ciclomotor"",""6"""
"Nordeste,""Pernambuco"",""Masculino"",""71 a 80"",""XB-Condutor Ciclomotor/Carro"",""3"""
"Nordeste,""Pernambuco"",""Masculino"",""81 a 90"",""A-Condutor Moto"",""76"""
"Nordeste,""Pernambuco"",""Masculino"",""81 a 90"",""AB-Condutor Moto/Carro"",""896"""
"Nordeste,""Pernambuco"",""Masculino"",""81 a 90"",""AC-Condutor Moto/Caminhão"",""71"""
"Nordeste,""Pernambuco"",""Masculino"",""81 a 90"",""AD-Condutor Moto/Ônibus"",""112"""
"Nordeste,""Pernambuco"",""Masculino"",""81 a 90"",""AE-Condutor Moto/Carreta"",""13"""
"Nordeste,""Pernambuco"",""Masculino"",""81 a 90"",""B-Condutor Carro"",""23.316"""
"Nordeste,""Pernambuco"",""Masculino"",""81 a 90"",""C-Condutor Caminhão"",""853"""
"Nordeste,""Pernambuco"",""Masculino"",""81 a 90"",""D-Condutor Ônibus"",""2.013"""
"Nordeste,""Pernambuco"",""Masculino"",""81 a 90"",""E-Condutor Carreta"",""121"""
"Nordeste,""Pernambuco"",""Masculino"",""91 a 100"",""A-Condutor Moto"",""12"""
"Nordeste,""Pernambuco"",""Masculino"",""91 a 100"",""AB-Condutor Moto/Carro"",""88"""
"Nordeste,""Pernambuco"",""Masculino"",""91 a 100"",""AC-Condutor Moto/Caminhão"",""3"""
"Nordeste,""Pernambuco"",""Masculino"",""91 a 100"",""AD-Condutor Moto/Ônibus"",""5"""
"Nordeste,""Pernambuco"",""Masculino"",""91 a 100"",""B-Condutor Carro"",""6.653"""
"Nordeste,""Pernambuco"",""Masculino"",""91 a 100"",""C-Condutor Caminhão"",""109"""
"Nordeste,""Pernambuco"",""Masculino"",""91 a 100"",""D-Condutor Ônibus"",""197"""
"Nordeste,""Pernambuco"",""Masculino"",""91 a 100"",""E-Condutor Carreta"",""5"""
"Nordeste,""Pernambuco"",""Masculino"",""101 a 120"",""A-Condutor Moto"",""1"""
"Nordeste,""Pernambuco"",""Masculino"",""101 a 120"",""AB-Condutor Moto/Carro"",""2"""
"Nordeste,""Pernambuco"",""Masculino"",""101 a 120"",""B-Condutor Carro"",""486"""
"Nordeste,""Pernambuco"",""Masculino"",""101 a 120"",""C-Condutor Caminhão"",""6"""
"Nordeste,""Pernambuco"",""Masculino"",""101 a 120"",""D-Condutor Ônibus"",""4"""
"Nordeste,""Pernambuco"",""Feminino"",""18 a 21"",""A-Condutor Moto"",""262"""
"Nordeste,""Pernambuco"",""Feminino"",""18 a 21"",""AB-Condutor Moto/Carro"",""2.917"""
"Nordeste,""Pernambuco"",""Feminino"",""18 a 21"",""AC-Condutor Moto/Caminhão"",""2"""
"Nordeste,""Pernambuco"",""Feminino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""1"""
"Nordeste,""Pernambuco"",""Feminino"",""18 a 21"",""B-Condutor Carro"",""6.542"""
"Nordeste,""Pernambuco"",""Feminino"",""18 a 21"",""X-Condutor Ciclomotor"",""1"""
"Nordeste,""Pernambuco"",""Feminino"",""22 a 25"",""A-Condutor Moto"",""1.206"""
"Nordeste,""Pernambuco"",""Feminino"",""22 a 25"",""AB-Condutor Moto/Carro"",""11.613"""
"Nordeste,""Pernambuco"",""Feminino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""9"""
"Nordeste,""Pernambuco"",""Feminino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""62"""
"Nordeste,""Pernambuco"",""Feminino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""2"""
"Nordeste,""Pernambuco"",""Feminino"",""22 a 25"",""B-Condutor Carro"",""20.923"""
"Nordeste,""Pernambuco"",""Feminino"",""22 a 25"",""D-Condutor Ônibus"",""8"""
"Nordeste,""Pernambuco"",""Feminino"",""22 a 25"",""X-Condutor Ciclomotor"",""4"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""A-Condutor Moto"",""2.257"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""AB-Condutor Moto/Carro"",""29.584"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""59"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""469"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""27"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""B-Condutor Carro"",""39.867"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""C-Condutor Caminhão"",""6"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""D-Condutor Ônibus"",""53"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""E-Condutor Carreta"",""1"""
"Nordeste,""Pernambuco"",""Feminino"",""26 a 30"",""X-Condutor Ciclomotor"",""6"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""A-Condutor Moto"",""4.135"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""AB-Condutor Moto/Carro"",""73.552"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""187"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""2.268"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""237"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""B-Condutor Carro"",""111.483"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""C-Condutor Caminhão"",""35"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""D-Condutor Ônibus"",""546"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""E-Condutor Carreta"",""11"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""X-Condutor Ciclomotor"",""19"""
"Nordeste,""Pernambuco"",""Feminino"",""31 a 40"",""XB-Condutor Ciclomotor/Carro"",""6"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""A-Condutor Moto"",""2.012"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""AB-Condutor Moto/Carro"",""35.272"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""120"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""1.424"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""126"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""B-Condutor Carro"",""94.529"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""C-Condutor Caminhão"",""75"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""D-Condutor Ônibus"",""914"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""E-Condutor Carreta"",""35"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""X-Condutor Ciclomotor"",""9"""
"Nordeste,""Pernambuco"",""Feminino"",""41 a 50"",""XB-Condutor Ciclomotor/Carro"",""7"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""A-Condutor Moto"",""563"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""AB-Condutor Moto/Carro"",""9.864"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""55"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""409"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""41"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""B-Condutor Carro"",""66.184"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""C-Condutor Caminhão"",""132"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""D-Condutor Ônibus"",""662"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""E-Condutor Carreta"",""22"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""X-Condutor Ciclomotor"",""6"""
"Nordeste,""Pernambuco"",""Feminino"",""51 a 60"",""XB-Condutor Ciclomotor/Carro"",""5"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""A-Condutor Moto"",""60"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""AB-Condutor Moto/Carro"",""1.400"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""14"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""55"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""3"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""B-Condutor Carro"",""39.114"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""C-Condutor Caminhão"",""66"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""D-Condutor Ônibus"",""274"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""E-Condutor Carreta"",""3"""
"Nordeste,""Pernambuco"",""Feminino"",""61 a 70"",""X-Condutor Ciclomotor"",""2"""
"Nordeste,""Pernambuco"",""Feminino"",""71 a 80"",""A-Condutor Moto"",""5"""
"Nordeste,""Pernambuco"",""Feminino"",""71 a 80"",""AB-Condutor Moto/Carro"",""106"""
"Nordeste,""Pernambuco"",""Feminino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""3"""
"Nordeste,""Pernambuco"",""Feminino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""5"""
"Nordeste,""Pernambuco"",""Feminino"",""71 a 80"",""AE-Condutor Moto/Carreta"",""2"""
"Nordeste,""Pernambuco"",""Feminino"",""71 a 80"",""B-Condutor Carro"",""15.674"""
"Nordeste,""Pernambuco"",""Feminino"",""71 a 80"",""C-Condutor Caminhão"",""14"""
"Nordeste,""Pernambuco"",""Feminino"",""71 a 80"",""D-Condutor Ônibus"",""30"""
"Nordeste,""Pernambuco"",""Feminino"",""81 a 90"",""AB-Condutor Moto/Carro"",""2"""
"Nordeste,""Pernambuco"",""Feminino"",""81 a 90"",""AC-Condutor Moto/Caminhão"",""1"""
"Nordeste,""Pernambuco"",""Feminino"",""81 a 90"",""B-Condutor Carro"",""3.485"""
"Nordeste,""Pernambuco"",""Feminino"",""81 a 90"",""C-Condutor Caminhão"",""1"""
"Nordeste,""Pernambuco"",""Feminino"",""81 a 90"",""D-Condutor Ônibus"",""3"""
"Nordeste,""Pernambuco"",""Feminino"",""91 a 100"",""B-Condutor Carro"",""259"""
"Nordeste,""Pernambuco"",""Feminino"",""101 a 120"",""B-Condutor Carro"",""4"""
"Nordeste,""Piauí"",""Masculino"",""18 a 21"",""A-Condutor Moto"",""373"""
"Nordeste,""Piauí"",""Masculino"",""18 a 21"",""AB-Condutor Moto/Carro"",""10.163"""
"Nordeste,""Piauí"",""Masculino"",""18 a 21"",""AC-Condutor Moto/Caminhão"",""34"""
"Nordeste,""Piauí"",""Masculino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""32"""
"Nordeste,""Piauí"",""Masculino"",""18 a 21"",""AE-Condutor Moto/Carreta"",""2"""
"Nordeste,""Piauí"",""Masculino"",""18 a 21"",""B-Condutor Carro"",""2.135"""
"Nordeste,""Piauí"",""Masculino"",""18 a 21"",""C-Condutor Caminhão"",""1"""
"Nordeste,""Piauí"",""Masculino"",""18 a 21"",""D-Condutor Ônibus"",""2"""
"Nordeste,""Piauí"",""Masculino"",""22 a 25"",""A-Condutor Moto"",""1.173"""
"Nordeste,""Piauí"",""Masculino"",""22 a 25"",""AB-Condutor Moto/Carro"",""24.383"""
"Nordeste,""Piauí"",""Masculino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""61"""
"Nordeste,""Piauí"",""Masculino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""1.139"""
"Nordeste,""Piauí"",""Masculino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""72"""
"Nordeste,""Piauí"",""Masculino"",""22 a 25"",""B-Condutor Carro"",""4.436"""
"Nordeste,""Piauí"",""Masculino"",""22 a 25"",""C-Condutor Caminhão"",""2"""
"Nordeste,""Piauí"",""Masculino"",""22 a 25"",""D-Condutor Ônibus"",""29"""
"Nordeste,""Piauí"",""Masculino"",""22 a 25"",""E-Condutor Carreta"",""2"""
"Nordeste,""Piauí"",""Masculino"",""26 a 30"",""A-Condutor Moto"",""1.888"""
"Nordeste,""Piauí"",""Masculino"",""26 a 30"",""AB-Condutor Moto/Carro"",""35.830"""
"Nordeste,""Piauí"",""Masculino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""88"""
"Nordeste,""Piauí"",""Masculino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""4.124"""
"Nordeste,""Piauí"",""Masculino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""487"""
"Nordeste,""Piauí"",""Masculino"",""26 a 30"",""B-Condutor Carro"",""6.251"""
"Nordeste,""Piauí"",""Masculino"",""26 a 30"",""C-Condutor Caminhão"",""9"""
"Nordeste,""Piauí"",""Masculino"",""26 a 30"",""D-Condutor Ônibus"",""97"""
"Nordeste,""Piauí"",""Masculino"",""26 a 30"",""E-Condutor Carreta"",""15"""
"Nordeste,""Piauí"",""Masculino"",""31 a 40"",""A-Condutor Moto"",""4.931"""
"Nordeste,""Piauí"",""Masculino"",""31 a 40"",""AB-Condutor Moto/Carro"",""77.438"""
